,Id_card,Id_firm,Organization_name,Rubric,Project,Subject,district_ofsubject,city,index_of_city,post_index,street,house_num,houseId,Callphones,Email,Sites,SocialNetworks,how_to_pay,work_schedule,philial_amount,lat,lon
122,70000001041439481,70000001041439480,"Магазин кондитерских изделий, ИП Мегрикян Г.В.",Кондитерские изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Новоясеневский проспект,46 ст3,4504235282578118,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,1,55.5990238022881,37.5555891444359
124,70000001041439510,70000001041439509,"Магазин молочных продуктов, ИП Джейранашвили М.Н.",Кондитерские изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Новоясеневский проспект,46 ст3,4504235282578118,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,1,55.5990238022881,37.5555891444359
168,70000001036691964,70000001036691963,"Моё Японское Cafe, интернет-магазин",Кондитерские изделия,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117465,Тёплый Стан улица,11 к1,4504235282578774,+7 (495) 517-02-11,info@myjapancafe.ru,myjapancafe.ru,myjapancafe|myjapancafe.ru,Наличный расчёт|Оплата через банк|Оплата через Интернет|Расчёт по картам,Понедельник: с 10:00 до 19:00|Вторник: с 10:00 до 19:00|Среда: с 10:00 до 19:00|Четверг: с 10:00 до 19:00|Пятница: с 10:00 до 19:00|Суббота: -|Воскресенье: -,1,55.6231885799034,37.4930089983146
183,70000001041099464,70000001035655298,"Народный кондитер, сеть магазинов",Кондитерские изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,2 ст2,4504235282684279,+7 (499) 380-88-00,,narodny-konditer.ru,narodny_konditer|narodny_konditer|narodnykonditer,Наличный расчёт|Расчёт по картам,Понедельник: с 0:00 до 24:00|Вторник: с 0:00 до 24:00|Среда: с 0:00 до 24:00|Четверг: с 0:00 до 24:00|Пятница: с 0:00 до 24:00|Суббота: с 0:00 до 24:00|Воскресенье: с 0:00 до 24:00,59,55.6174820463824,37.50688985591629
185,70000001038755751,70000001038755750,"НетНеСлипнется!, магазин конфет",Кондитерские изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Профсоюзная улица,129а,4504235282684063,,,нетнеслипнется.рф,,Наличный расчёт|Расчёт по картам,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: с 10:00 до 22:00,1,55.618759133445394,37.5067375914756
189,70000001030975189,4504136498452209,"Оникс, сеть кондитерских магазинов",Кондитерские изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Литовский бульвар,20,4504235282560767,+7 (495) 495-52-76|+7 (495) 494-71-80,info@tort-onix.ru,www.tort-onix.ru,tortonix|tortonix|555876834552594,Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 20:00|Воскресенье: с 9:00 до 20:00,17,55.612620385823796,37.5361222030714
194,70000001021130010,70000001021130009,"Остров сладостей, магазин кондитерских изделий",Кондитерские изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1Б к1,4504235310822427,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,1,55.6178057830857,37.511737614347
280,70000001036727941,70000001036727940,"Сладкий Мир, магазин кондитерских изделий",Кондитерские изделия,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117465,Тёплый Стан улица,вл1Б ст7,70030076127400222,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 19:00|Воскресенье: с 8:00 до 19:00,1,55.618698180317104,37.50139890374211
281,70000001041186638,70000001021130794,"Сладкий мир, магазин кондитерских изделий, ИП Лукин В.А.",Кондитерские изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1в,4504235295679984,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,2,55.61768880504211,37.5104665880515
282,70000001021130795,70000001021130794,"Сладкий мир, магазин кондитерских изделий, ИП Лукин В.А.",Кондитерские изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1Б к1,4504235310822427,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,2,55.6178057830857,37.511737614347
316,70000001038733833,70000001038734035,"ЮДС-Модный Сезон, ООО",Кондитерские изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Голубинская улица,16,4504235282564208,+7 (495) 258-35-20,,iconfood.ru,,Наличный расчёт|Оплата через банк,Понедельник: с 10:00 до 18:00|Вторник: с 10:00 до 18:00|Среда: с 10:00 до 18:00|Четверг: с 10:00 до 18:00|Пятница: с 10:00 до 18:00|Суббота: -|Воскресенье: -,1,55.59715227927771,37.5269206697846
6,70000001018413369,70000001018413368,"Comme a Paris, французская пекарня-кондитерская",Кондитерские изделия|Кафе-кондитерские / Кофейни|Пекарни,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,126 к3,4504235282571677,+7-910-452-05-08,info@commeaparis.ru,commeaparis.com,commeaparismsk|commeaparisbakery,Наличный расчёт|Расчёт по картам,Понедельник: с 9:30 до 21:00|Вторник: с 9:30 до 21:00|Среда: с 9:30 до 21:00|Четверг: с 9:30 до 21:00|Пятница: с 9:30 до 21:00|Суббота: с 9:30 до 21:00|Воскресенье: с 9:30 до 21:00,1,55.6304019261757,37.5169407463042
293,70000001036726489,4504136498814507,"У Палыча, сеть фирменных магазинов",Кондитерские изделия|Кулинарии,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Вильнюсская улица,5,4504235282578308,+7 (495) 269-55-55|8-800-555-81-63,info@palich.ru,www.palich.ru,palichmos|palichmos|palichmos,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 20:00,235,55.6038107191333,37.523076778683894
294,70000001032914560,4504136498814507,"У Палыча, сеть фирменных магазинов",Кондитерские изделия|Кулинарии,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,1 к2,70030076158212300,+7 (495) 269-55-55|8-800-555-81-63,info@palich.ru,www.palich.ru,palichmos|palichmos|palichmos,Расчёт по картам|Наличный расчёт,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 22:00,235,55.619875133324,37.507285743462
295,70000001040950717,4504136498814507,"У Палыча, сеть фирменных магазинов",Кондитерские изделия|Кулинарии,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Виноградова улица,1,4504235283015750,8-800-555-81-63,info@palich.ru,www.palich.ru,palichmos|palichmos|palichmos,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,235,55.6320377322181,37.4833743872293
